LocationType,Location,Category,TimeFrame,DataFormat,Data
State,Hawaii,Sexual abuse,2017,Number,60
State,Hawaii,Emotional abuse,2017,Percent,0.01
State,Hawaii,Medical neglect,2017,Percent,0.01
State,Hawaii,Neglect,2017,Percent,0.13
State,Hawaii,Other/missing maltreatment type,2017,Percent,0.9
State,Hawaii,Physical abuse,2017,Percent,0.09
State,Hawaii,Sexual abuse,2017,Percent,0.05
State,Hawaii,Sexual abuse,2022,Percent,0.07
State,Hawaii,Medical neglect,2022,Percent,0.01
State,Hawaii,Neglect,2022,Percent,0.19
State,Hawaii,Physical abuse,2022,Percent,0.08
State,Hawaii,Other/missing maltreatment type,2022,Percent,0.9
State,Hawaii,Emotional abuse,2022,Percent,0.01
State,Hawaii,Emotional abuse,2022,Number,12
State,Hawaii,Other/missing maltreatment type,2022,Number,1097
State,Hawaii,Emotional abuse,2019,Number,14
State,Hawaii,Medical neglect,2019,Number,11
State,Hawaii,Neglect,2019,Number,216
State,Hawaii,Other/missing maltreatment type,2019,Number,1213
State,Hawaii,Physical abuse,2019,Number,139
State,Hawaii,Sexual abuse,2019,Number,77
State,Hawaii,Physical abuse,2022,Number,99
State,Hawaii,Neglect,2022,Number,226
State,Hawaii,Medical neglect,2022,Number,15
State,Hawaii,Sexual abuse,2022,Number,82
State,Hawaii,Sexual abuse,2021,Percent,0.06
State,Hawaii,Physical abuse,2021,Percent,0.05
State,Hawaii,Other/missing maltreatment type,2021,Percent,0.9
State,Hawaii,Neglect,2021,Percent,0.19
State,Hawaii,Medical neglect,2021,Percent,0.01
State,Hawaii,Emotional abuse,2021,Percent,<.5%
State,Hawaii,Sexual abuse,2019,Percent,0.06
State,Hawaii,Physical abuse,2019,Percent,0.1
State,Hawaii,Other/missing maltreatment type,2019,Percent,0.91
State,Hawaii,Neglect,2019,Percent,0.16
State,Hawaii,Medical neglect,2019,Percent,0.01
State,Hawaii,Emotional abuse,2019,Percent,0.01
State,Hawaii,Emotional abuse,2021,Number,4
State,Hawaii,Medical neglect,2021,Number,11
State,Hawaii,Neglect,2021,Number,248
State,Hawaii,Other/missing maltreatment type,2021,Number,1184
State,Hawaii,Physical abuse,2021,Number,72
State,Hawaii,Sexual abuse,2021,Number,73
State,Idaho,Emotional abuse,2021,Number,N.R.
State,Idaho,Medical neglect,2021,Number,6
State,Idaho,Neglect,2021,Number,1712
State,Idaho,Other/missing maltreatment type,2021,Number,6
State,Idaho,Physical abuse,2021,Number,431
State,Idaho,Sexual abuse,2021,Number,230
State,Idaho,Sexual abuse,2019,Percent,0.07
State,Idaho,Physical abuse,2019,Percent,0.2
State,Idaho,Other/missing maltreatment type,2019,Percent,<.5%
State,Idaho,Neglect,2019,Percent,0.77
State,Idaho,Medical neglect,2019,Percent,0.01
State,Idaho,Emotional abuse,2019,Percent,N.R.
State,Idaho,Sexual abuse,2021,Percent,0.1
State,Idaho,Physical abuse,2021,Percent,0.19
State,Idaho,Other/missing maltreatment type,2021,Percent,<.5%
State,Idaho,Neglect,2021,Percent,0.76
State,Idaho,Medical neglect,2021,Percent,<.5%
State,Idaho,Emotional abuse,2021,Percent,N.R.
State,Idaho,Physical abuse,2022,Number,366
State,Idaho,Neglect,2022,Number,1528
State,Idaho,Medical neglect,2022,Number,10
State,Idaho,Sexual abuse,2022,Number,187
State,Idaho,Emotional abuse,2022,Number,N.R.
State,Idaho,Other/missing maltreatment type,2022,Number,13
State,Idaho,Emotional abuse,2019,Number,N.R.
State,Idaho,Medical neglect,2019,Number,12
State,Idaho,Neglect,2019,Number,1447
State,Idaho,Other/missing maltreatment type,2019,Number,8
State,Idaho,Physical abuse,2019,Number,376
State,Idaho,Sexual abuse,2019,Number,128
State,Idaho,Other/missing maltreatment type,2022,Percent,0.01
State,Idaho,Emotional abuse,2022,Percent,N.R.
State,Idaho,Sexual abuse,2022,Percent,0.09
State,Idaho,Medical neglect,2022,Percent,0.01
State,Idaho,Neglect,2022,Percent,0.77
State,Idaho,Physical abuse,2022,Percent,0.18
State,Idaho,Emotional abuse,2017,Percent,N.R.
State,Idaho,Medical neglect,2017,Percent,0.01
State,Idaho,Neglect,2017,Percent,0.78
State,Idaho,Other/missing maltreatment type,2017,Percent,0.01
State,Idaho,Physical abuse,2017,Percent,0.22
State,Idaho,Sexual abuse,2017,Percent,0.04
State,Idaho,Emotional abuse,2017,Number,N.R.
State,Idaho,Medical neglect,2017,Number,10
State,Idaho,Neglect,2017,Number,1423
State,Idaho,Other/missing maltreatment type,2017,Number,13
State,Idaho,Physical abuse,2017,Number,399
State,Idaho,Sexual abuse,2017,Number,79
State,Idaho,Emotional abuse,2016,Number,N.R.
State,Idaho,Medical neglect,2016,Number,5
State,Idaho,Neglect,2016,Number,1462
State,Idaho,Other/missing maltreatment type,2016,Number,15
State,Idaho,Physical abuse,2016,Number,389
State,Idaho,Sexual abuse,2016,Number,69
State,Idaho,Sexual abuse,2020,Percent,0.08
State,Idaho,Physical abuse,2020,Percent,0.43
State,Idaho,Other/missing maltreatment type,2020,Percent,N.R.
State,Idaho,Neglect,2020,Percent,0.54
State,Idaho,Medical neglect,2020,Percent,<.5%
State,Idaho,Emotional abuse,2020,Percent,N.R.
State,Idaho,Emotional abuse,2016,Percent,N.R.
State,Idaho,Medical neglect,2016,Percent,<.5%
State,Idaho,Neglect,2016,Percent,0.79
State,Idaho,Other/missing maltreatment type,2016,Percent,0.01
State,Idaho,Physical abuse,2016,Percent,0.21
State,Idaho,Sexual abuse,2016,Percent,0.04
State,Idaho,Emotional abuse,2020,Number,N.R.
State,Idaho,Medical neglect,2020,Number,6
State,Idaho,Neglect,2020,Number,1059
State,Idaho,Other/missing maltreatment type,2020,Number,N.R.
State,Idaho,Physical abuse,2020,Number,844
State,Idaho,Sexual abuse,2020,Number,160
State,Idaho,Emotional abuse,2015,Number,N.R.
State,Idaho,Medical neglect,2015,Number,9
State,Idaho,Neglect,2015,Number,1239
State,Idaho,Other/missing maltreatment type,2015,Number,14
State,Idaho,Physical abuse,2015,Number,377
State,Idaho,Sexual abuse,2015,Number,63
State,Idaho,Sexual abuse,2018,Percent,0.05
State,Idaho,Physical abuse,2018,Percent,0.19
State,Idaho,Other/missing maltreatment type,2018,Percent,<.5%
State,Idaho,Neglect,2018,Percent,0.8
State,Idaho,Medical neglect,2018,Percent,0.01
State,Idaho,Emotional abuse,2018,Percent,N.R.
State,Idaho,Emotional abuse,2015,Percent,N.R.
State,Idaho,Medical neglect,2015,Percent,0.01
State,Idaho,Neglect,2015,Percent,0.77
State,Idaho,Other/missing maltreatment type,2015,Percent,0.01
State,Idaho,Physical abuse,2015,Percent,0.23
State,Idaho,Sexual abuse,2015,Percent,0.04
State,Idaho,Emotional abuse,2018,Number,N.R.
State,Idaho,Medical neglect,2018,Number,10
State,Idaho,Neglect,2018,Number,1523
State,Idaho,Other/missing maltreatment type,2018,Number,9
State,Idaho,Physical abuse,2018,Number,370
State,Idaho,Sexual abuse,2018,Number,104
State,Illinois,Emotional abuse,2018,Number,44
State,Illinois,Medical neglect,2018,Number,664
State,Illinois,Neglect,2018,Number,22896
State,Illinois,Other/missing maltreatment type,2018,Number,N.R.
State,Illinois,Physical abuse,2018,Number,5859
State,Illinois,Sexual abuse,2018,Number,4698
State,Illinois,Emotional abuse,2015,Percent,<.5%
State,Illinois,Medical neglect,2015,Percent,0.02
State,Illinois,Neglect,2015,Percent,0.7
State,Illinois,Other/missing maltreatment type,2015,Percent,N.R.
State,Illinois,Physical abuse,2015,Percent,0.22
State,Illinois,Sexual abuse,2015,Percent,0.15
State,Illinois,Sexual abuse,2018,Percent,0.15
State,Illinois,Physical abuse,2018,Percent,0.19
State,Illinois,Other/missing maltreatment type,2018,Percent,N.R.
State,Illinois,Neglect,2018,Percent,0.73
State,Illinois,Medical neglect,2018,Percent,0.02
State,Illinois,Emotional abuse,2018,Percent,<.5%
State,Illinois,Emotional abuse,2015,Number,32
State,Illinois,Medical neglect,2015,Number,659
State,Illinois,Neglect,2015,Number,20887
State,Illinois,Other/missing maltreatment type,2015,Number,N.R.
State,Illinois,Physical abuse,2015,Number,6474
State,Illinois,Sexual abuse,2015,Number,4488
State,Illinois,Emotional abuse,2020,Number,68
State,Illinois,Medical neglect,2020,Number,663
State,Illinois,Neglect,2020,Number,27065
State,Illinois,Other/missing maltreatment type,2020,Number,61
State,Illinois,Physical abuse,2020,Number,6093
State,Illinois,Sexual abuse,2020,Number,4771
State,Illinois,Emotional abuse,2016,Percent,<.5%
State,Illinois,Medical neglect,2016,Percent,0.02
State,Illinois,Neglect,2016,Percent,0.7
State,Illinois,Other/missing maltreatment type,2016,Percent,N.R.
State,Illinois,Physical abuse,2016,Percent,0.22
State,Illinois,Sexual abuse,2016,Percent,0.15
State,Illinois,Sexual abuse,2020,Percent,0.14
State,Illinois,Physical abuse,2020,Percent,0.17
State,Illinois,Other/missing maltreatment type,2020,Percent,<.5%
State,Illinois,Neglect,2020,Percent,0.77
State,Illinois,Medical neglect,2020,Percent,0.02
State,Illinois,Emotional abuse,2020,Percent,<.5%
State,Illinois,Emotional abuse,2016,Number,28
State,Illinois,Medical neglect,2016,Number,609
State,Illinois,Neglect,2016,Number,20140
State,Illinois,Other/missing maltreatment type,2016,Number,N.R.
State,Illinois,Physical abuse,2016,Number,6460
State,Illinois,Sexual abuse,2016,Number,4331
State,Illinois,Emotional abuse,2017,Number,50
State,Illinois,Medical neglect,2017,Number,631
State,Illinois,Neglect,2017,Number,20655
State,Illinois,Other/missing maltreatment type,2017,Number,N.R.
State,Illinois,Physical abuse,2017,Number,5631
State,Illinois,Sexual abuse,2017,Number,4137
State,Illinois,Emotional abuse,2017,Percent,<.5%
State,Illinois,Medical neglect,2017,Percent,0.02
State,Illinois,Neglect,2017,Percent,0.72
State,Illinois,Other/missing maltreatment type,2017,Percent,N.R.
State,Illinois,Physical abuse,2017,Percent,0.2
State,Illinois,Sexual abuse,2017,Percent,0.14
State,Illinois,Other/missing maltreatment type,2022,Percent,<.5%
State,Illinois,Emotional abuse,2022,Percent,<.5%
State,Illinois,Sexual abuse,2022,Percent,0.12
State,Illinois,Medical neglect,2022,Percent,0.02
State,Illinois,Neglect,2022,Percent,0.79
State,Illinois,Physical abuse,2022,Percent,0.16
State,Illinois,Emotional abuse,2019,Number,52
State,Illinois,Medical neglect,2019,Number,708
State,Illinois,Neglect,2019,Number,24864
State,Illinois,Other/missing maltreatment type,2019,Number,48
State,Illinois,Physical abuse,2019,Number,6019
State,Illinois,Sexual abuse,2019,Number,4576
State,Illinois,Emotional abuse,2022,Number,81
State,Illinois,Other/missing maltreatment type,2022,Number,27
State,Illinois,Physical abuse,2022,Number,5231
State,Illinois,Neglect,2022,Number,25339
State,Illinois,Medical neglect,2022,Number,653
State,Illinois,Sexual abuse,2022,Number,3815
State,Illinois,Sexual abuse,2021,Percent,0.12
State,Illinois,Physical abuse,2021,Percent,0.16
State,Illinois,Other/missing maltreatment type,2021,Percent,<.5%
State,Illinois,Neglect,2021,Percent,0.79
State,Illinois,Medical neglect,2021,Percent,0.02
State,Illinois,Emotional abuse,2021,Percent,<.5%
State,Illinois,Sexual abuse,2019,Percent,0.14
State,Illinois,Physical abuse,2019,Percent,0.18
State,Illinois,Other/missing maltreatment type,2019,Percent,<.5%
State,Illinois,Neglect,2019,Percent,0.75
State,Illinois,Medical neglect,2019,Percent,0.02
State,Illinois,Emotional abuse,2019,Percent,<.5%
State,Illinois,Emotional abuse,2021,Number,81
State,Illinois,Medical neglect,2021,Number,643
State,Illinois,Neglect,2021,Number,28342
State,Illinois,Other/missing maltreatment type,2021,Number,45
State,Illinois,Physical abuse,2021,Number,5640
State,Illinois,Sexual abuse,2021,Number,4271
State,Indiana,Emotional abuse,2021,Number,N.R.
State,Indiana,Medical neglect,2021,Number,N.R.
State,Indiana,Neglect,2021,Number,18558
State,Indiana,Other/missing maltreatment type,2021,Number,N.R.
State,Indiana,Physical abuse,2021,Number,1350
State,Indiana,Sexual abuse,2021,Number,2555
State,Indiana,Sexual abuse,2019,Percent,0.11
State,Indiana,Physical abuse,2019,Percent,0.07
State,Indiana,Other/missing maltreatment type,2019,Percent,N.R.
State,Indiana,Neglect,2019,Percent,0.87
State,Indiana,Medical neglect,2019,Percent,N.R.
State,Indiana,Emotional abuse,2019,Percent,N.R.
State,Indiana,Sexual abuse,2021,Percent,0.12
State,Indiana,Physical abuse,2021,Percent,0.06
State,Indiana,Other/missing maltreatment type,2021,Percent,N.R.
State,Indiana,Neglect,2021,Percent,0.86
State,Indiana,Medical neglect,2021,Percent,N.R.
State,Indiana,Emotional abuse,2021,Percent,N.R.
State,Indiana,Physical abuse,2022,Number,1303
State,Indiana,Neglect,2022,Number,16448
State,Indiana,Medical neglect,2022,Number,N.R.
State,Indiana,Sexual abuse,2022,Number,2276
State,Indiana,Emotional abuse,2022,Number,N.R.
State,Indiana,Other/missing maltreatment type,2022,Number,N.R.
State,Indiana,Emotional abuse,2019,Number,N.R.
State,Indiana,Medical neglect,2019,Number,N.R.
State,Indiana,Neglect,2019,Number,19966
State,Indiana,Other/missing maltreatment type,2019,Number,N.R.
State,Indiana,Physical abuse,2019,Number,1547
State,Indiana,Sexual abuse,2019,Number,2455
State,Indiana,Other/missing maltreatment type,2022,Percent,N.R.
State,Indiana,Emotional abuse,2022,Percent,N.R.
State,Indiana,Sexual abuse,2022,Percent,0.12
State,Indiana,Medical neglect,2022,Percent,N.R.
State,Indiana,Neglect,2022,Percent,0.86
State,Indiana,Physical abuse,2022,Percent,0.07
State,Indiana,Emotional abuse,2017,Percent,N.R.
State,Indiana,Medical neglect,2017,Percent,N.R.
State,Indiana,Neglect,2017,Percent,0.89
State,Indiana,Other/missing maltreatment type,2017,Percent,N.R.
State,Indiana,Physical abuse,2017,Percent,0.06
State,Indiana,Sexual abuse,2017,Percent,0.09
State,Indiana,Emotional abuse,2017,Number,N.R.
State,Indiana,Medical neglect,2017,Number,N.R.
State,Indiana,Neglect,2017,Number,25899
State,Indiana,Other/missing maltreatment type,2017,Number,N.R.
State,Indiana,Physical abuse,2017,Number,1836
State,Indiana,Sexual abuse,2017,Number,2673
State,Indiana,Emotional abuse,2016,Number,N.R.
State,Indiana,Medical neglect,2016,Number,N.R.
State,Indiana,Neglect,2016,Number,25239
State,Indiana,Other/missing maltreatment type,2016,Number,N.R.
State,Indiana,Physical abuse,2016,Number,2041
State,Indiana,Sexual abuse,2016,Number,2593
State,Indiana,Sexual abuse,2020,Percent,0.11
State,Indiana,Physical abuse,2020,Percent,0.07
State,Indiana,Other/missing maltreatment type,2020,Percent,N.R.
State,Indiana,Neglect,2020,Percent,0.87
State,Indiana,Medical neglect,2020,Percent,N.R.
State,Indiana,Emotional abuse,2020,Percent,N.R.
State,Indiana,Emotional abuse,2016,Percent,N.R.
State,Indiana,Medical neglect,2016,Percent,N.R.
State,Indiana,Neglect,2016,Percent,0.89
State,Indiana,Other/missing maltreatment type,2016,Percent,N.R.
State,Indiana,Physical abuse,2016,Percent,0.07
State,Indiana,Sexual abuse,2016,Percent,0.09
State,Indiana,Emotional abuse,2020,Number,N.R.
State,Indiana,Medical neglect,2020,Number,N.R.
State,Indiana,Neglect,2020,Number,19557
State,Indiana,Other/missing maltreatment type,2020,Number,N.R.
State,Indiana,Physical abuse,2020,Number,1576
State,Indiana,Sexual abuse,2020,Number,2540
State,Indiana,Emotional abuse,2015,Number,N.R.
State,Indiana,Medical neglect,2015,Number,N.R.
State,Indiana,Neglect,2015,Number,23033
State,Indiana,Other/missing maltreatment type,2015,Number,N.R.
State,Indiana,Physical abuse,2015,Number,2209
State,Indiana,Sexual abuse,2015,Number,2664
State,Indiana,Sexual abuse,2018,Percent,0.1
State,Indiana,Physical abuse,2018,Percent,0.07
State,Indiana,Other/missing maltreatment type,2018,Percent,N.R.
State,Indiana,Neglect,2018,Percent,0.88
State,Indiana,Medical neglect,2018,Percent,N.R.
State,Indiana,Emotional abuse,2018,Percent,N.R.
State,Indiana,Emotional abuse,2015,Percent,N.R.
State,Indiana,Medical neglect,2015,Percent,N.R.
State,Indiana,Neglect,2015,Percent,0.87
State,Indiana,Other/missing maltreatment type,2015,Percent,N.R.
State,Indiana,Physical abuse,2015,Percent,0.08
State,Indiana,Sexual abuse,2015,Percent,0.1
State,Indiana,Emotional abuse,2018,Number,N.R.
State,Indiana,Medical neglect,2018,Number,N.R.
State,Indiana,Neglect,2018,Number,22432
State,Indiana,Other/missing maltreatment type,2018,Number,N.R.
State,Indiana,Physical abuse,2018,Number,1729
State,Indiana,Sexual abuse,2018,Number,2662
State,Iowa,Emotional abuse,2018,Number,94
State,Iowa,Medical neglect,2018,Number,109
State,Iowa,Neglect,2018,Number,8540
State,Iowa,Other/missing maltreatment type,2018,Number,3342
State,Iowa,Physical abuse,2018,Number,1289
State,Iowa,Sexual abuse,2018,Number,723
State,Iowa,Emotional abuse,2015,Percent,0.01
State,Iowa,Medical neglect,2015,Percent,0.01
State,Iowa,Neglect,2015,Percent,0.73
State,Iowa,Other/missing maltreatment type,2015,Percent,0.12
State,Iowa,Physical abuse,2015,Percent,0.17
State,Iowa,Sexual abuse,2015,Percent,0.07
State,Iowa,Sexual abuse,2018,Percent,0.06
State,Iowa,Physical abuse,2018,Percent,0.11
State,Iowa,Other/missing maltreatment type,2018,Percent,0.28
State,Iowa,Neglect,2018,Percent,0.73
State,Iowa,Medical neglect,2018,Percent,0.01
State,Iowa,Emotional abuse,2018,Percent,0.01
State,Iowa,Emotional abuse,2015,Number,52
State,Iowa,Medical neglect,2015,Number,80
State,Iowa,Neglect,2015,Number,5762
State,Iowa,Other/missing maltreatment type,2015,Number,919
State,Iowa,Physical abuse,2015,Number,1328
State,Iowa,Sexual abuse,2015,Number,534
State,Iowa,Emotional abuse,2020,Number,93
State,Iowa,Medical neglect,2020,Number,78
State,Iowa,Neglect,2020,Number,9207
State,Iowa,Other/missing maltreatment type,2020,Number,N.R.
State,Iowa,Physical abuse,2020,Number,1096
State,Iowa,Sexual abuse,2020,Number,669
State,Iowa,Sexual abuse,2020,Percent,0.06
State,Iowa,Physical abuse,2020,Percent,0.1
State,Iowa,Other/missing maltreatment type,2020,Percent,N.R.
State,Iowa,Neglect,2020,Percent,0.87
State,Iowa,Medical neglect,2020,Percent,0.01
State,Iowa,Emotional abuse,2020,Percent,0.01
State,Iowa,Emotional abuse,2016,Percent,0.01
State,Iowa,Medical neglect,2016,Percent,0.01
State,Iowa,Neglect,2016,Percent,0.82
State,Iowa,Other/missing maltreatment type,2016,Percent,<.5%
State,Iowa,Physical abuse,2016,Percent,0.14
State,Iowa,Sexual abuse,2016,Percent,0.07
State,Iowa,Emotional abuse,2016,Number,62
State,Iowa,Medical neglect,2016,Number,84
State,Iowa,Neglect,2016,Number,7037
State,Iowa,Other/missing maltreatment type,2016,Number,32
State,Iowa,Physical abuse,2016,Number,1184
State,Iowa,Sexual abuse,2016,Number,570
State,Iowa,Emotional abuse,2017,Number,72
State,Iowa,Medical neglect,2017,Number,99
State,Iowa,Neglect,2017,Number,8600
State,Iowa,Other/missing maltreatment type,2017,Number,590
State,Iowa,Physical abuse,2017,Number,1274
State,Iowa,Sexual abuse,2017,Number,785
State,Iowa,Emotional abuse,2017,Percent,0.01
State,Iowa,Medical neglect,2017,Percent,0.01
State,Iowa,Neglect,2017,Percent,0.81
State,Iowa,Other/missing maltreatment type,2017,Percent,0.06
State,Iowa,Physical abuse,2017,Percent,0.12
State,Iowa,Sexual abuse,2017,Percent,0.07
State,Iowa,Sexual abuse,2022,Percent,0.06
State,Iowa,Medical neglect,2022,Percent,0.01
State,Iowa,Neglect,2022,Percent,0.87
State,Iowa,Physical abuse,2022,Percent,0.11
State,Iowa,Other/missing maltreatment type,2022,Percent,N.R.
State,Iowa,Emotional abuse,2022,Percent,0.01
State,Iowa,Emotional abuse,2022,Number,115
State,Iowa,Other/missing maltreatment type,2022,Number,N.R.
State,Iowa,Physical abuse,2022,Number,1169
State,Iowa,Neglect,2022,Number,9699
State,Iowa,Medical neglect,2022,Number,99
State,Iowa,Sexual abuse,2022,Number,648
State,Iowa,Emotional abuse,2019,Number,74
State,Iowa,Medical neglect,2019,Number,103
State,Iowa,Neglect,2019,Number,8313
State,Iowa,Other/missing maltreatment type,2019,Number,3648
State,Iowa,Physical abuse,2019,Number,1183
State,Iowa,Sexual abuse,2019,Number,705
State,Iowa,Sexual abuse,2021,Percent,0.06
State,Iowa,Physical abuse,2021,Percent,0.11
State,Iowa,Other/missing maltreatment type,2021,Percent,N.R.
State,Iowa,Neglect,2021,Percent,0.87
State,Iowa,Medical neglect,2021,Percent,0.01
State,Iowa,Emotional abuse,2021,Percent,0.01
State,Iowa,Sexual abuse,2019,Percent,0.06
State,Iowa,Physical abuse,2019,Percent,0.1
State,Iowa,Other/missing maltreatment type,2019,Percent,0.31
State,Iowa,Neglect,2019,Percent,0.72
State,Iowa,Medical neglect,2019,Percent,0.01
State,Iowa,Emotional abuse,2019,Percent,0.01
State,Iowa,Emotional abuse,2021,Number,107
State,Iowa,Medical neglect,2021,Number,97
State,Iowa,Neglect,2021,Number,9801
State,Iowa,Other/missing maltreatment type,2021,Number,N.R.
State,Iowa,Physical abuse,2021,Number,1200
State,Iowa,Sexual abuse,2021,Number,673
State,Kansas,Emotional abuse,2021,Number,307
State,Kansas,Medical neglect,2021,Number,43
State,Kansas,Neglect,2021,Number,942
State,Kansas,Other/missing maltreatment type,2021,Number,N.R.
State,Kansas,Physical abuse,2021,Number,526
State,Kansas,Sexual abuse,2021,Number,484
State,Kansas,Sexual abuse,2019,Percent,0.2
State,Kansas,Physical abuse,2019,Percent,0.24
State,Kansas,Other/missing maltreatment type,2019,Percent,<.5%
State,Kansas,Neglect,2019,Percent,0.46
State,Kansas,Medical neglect,2019,Percent,0.03
State,Kansas,Emotional abuse,2019,Percent,0.16
State,Kansas,Sexual abuse,2021,Percent,0.23
State,Kansas,Physical abuse,2021,Percent,0.25
State,Kansas,Other/missing maltreatment type,2021,Percent,N.R.
State,Kansas,Neglect,2021,Percent,0.44
State,Kansas,Medical neglect,2021,Percent,0.02
State,Kansas,Emotional abuse,2021,Percent,0.14
State,Kansas,Physical abuse,2022,Number,403
State,Kansas,Neglect,2022,Number,876
State,Kansas,Medical neglect,2022,Number,42
State,Kansas,Sexual abuse,2022,Number,401
State,Kansas,Emotional abuse,2022,Number,287
State,Kansas,Other/missing maltreatment type,2022,Number,N.R.
State,Kansas,Emotional abuse,2019,Number,466
State,Kansas,Medical neglect,2019,Number,84
State,Kansas,Neglect,2019,Number,1337
State,Kansas,Other/missing maltreatment type,2019,Number,1
State,Kansas,Physical abuse,2019,Number,715
State,Kansas,Sexual abuse,2019,Number,582
State,Kansas,Other/missing maltreatment type,2022,Percent,N.R.
State,Kansas,Emotional abuse,2022,Percent,0.15
State,Kansas,Sexual abuse,2022,Percent,0.22
State,Kansas,Medical neglect,2022,Percent,0.02
State,Kansas,Neglect,2022,Percent,0.47
State,Kansas,Physical abuse,2022,Percent,0.22
State,Kansas,Emotional abuse,2017,Percent,0.18
State,Kansas,Medical neglect,2017,Percent,0.03
State,Kansas,Neglect,2017,Percent,0.19
State,Kansas,Other/missing maltreatment type,2017,Percent,0.3
State,Kansas,Physical abuse,2017,Percent,0.24
State,Kansas,Sexual abuse,2017,Percent,0.18
State,Kansas,Emotional abuse,2017,Number,741
State,Kansas,Medical neglect,2017,Number,106
State,Kansas,Neglect,2017,Number,783
State,Kansas,Other/missing maltreatment type,2017,Number,1219
State,Kansas,Physical abuse,2017,Number,1002
State,Kansas,Sexual abuse,2017,Number,761
State,Kansas,Emotional abuse,2016,Number,345
State,Kansas,Medical neglect,2016,Number,59
State,Kansas,Neglect,2016,Number,397
State,Kansas,Other/missing maltreatment type,2016,Number,679
State,Kansas,Physical abuse,2016,Number,524
State,Kansas,Sexual abuse,2016,Number,645
State,Kansas,Emotional abuse,2016,Percent,0.14
State,Kansas,Medical neglect,2016,Percent,0.02
State,Kansas,Neglect,2016,Percent,0.17
State,Kansas,Other/missing maltreatment type,2016,Percent,0.28
State,Kansas,Physical abuse,2016,Percent,0.22
State,Kansas,Sexual abuse,2016,Percent,0.27
State,Kansas,Sexual abuse,2020,Percent,0.21
State,Kansas,Physical abuse,2020,Percent,0.25
State,Kansas,Other/missing maltreatment type,2020,Percent,<.5%
State,Kansas,Neglect,2020,Percent,0.43
State,Kansas,Medical neglect,2020,Percent,0.03
State,Kansas,Emotional abuse,2020,Percent,0.16
State,Kansas,Emotional abuse,2020,Number,380
State,Kansas,Medical neglect,2020,Number,65
State,Kansas,Neglect,2020,Number,1030
State,Kansas,Other/missing maltreatment type,2020,Number,1
State,Kansas,Physical abuse,2020,Number,596
State,Kansas,Sexual abuse,2020,Number,488
State,Kansas,Emotional abuse,2015,Number,276
State,Kansas,Medical neglect,2015,Number,52
State,Kansas,Neglect,2015,Number,379
State,Kansas,Other/missing maltreatment type,2015,Number,490
State,Kansas,Physical abuse,2015,Number,453
State,Kansas,Sexual abuse,2015,Number,601
State,Kansas,Sexual abuse,2018,Percent,0.19
State,Kansas,Physical abuse,2018,Percent,0.24
State,Kansas,Other/missing maltreatment type,2018,Percent,N.R.
State,Kansas,Neglect,2018,Percent,0.46
State,Kansas,Medical neglect,2018,Percent,0.04
State,Kansas,Emotional abuse,2018,Percent,0.18
State,Kansas,Emotional abuse,2015,Percent,0.14
State,Kansas,Medical neglect,2015,Percent,0.03
State,Kansas,Neglect,2015,Percent,0.19
State,Kansas,Other/missing maltreatment type,2015,Percent,0.25
State,Kansas,Physical abuse,2015,Percent,0.23
State,Kansas,Sexual abuse,2015,Percent,0.3
State,Kansas,Emotional abuse,2018,Number,572
State,Kansas,Medical neglect,2018,Number,113
State,Kansas,Neglect,2018,Number,1459
State,Kansas,Other/missing maltreatment type,2018,Number,N.R.
State,Kansas,Physical abuse,2018,Number,750
State,Kansas,Sexual abuse,2018,Number,589
State,Kentucky,Emotional abuse,2018,Number,56
State,Kentucky,Medical neglect,2018,Number,496
State,Kentucky,Neglect,2018,Number,22585
State,Kentucky,Other/missing maltreatment type,2018,Number,N.R.
State,Kentucky,Physical abuse,2018,Number,1448
State,Kentucky,Sexual abuse,2018,Number,931
State,Kentucky,Emotional abuse,2015,Percent,<.5%
State,Kentucky,Medical neglect,2015,Percent,0.02
State,Kentucky,Neglect,2015,Percent,0.92
State,Kentucky,Other/missing maltreatment type,2015,Percent,N.R.
State,Kentucky,Physical abuse,2015,Percent,0.08
State,Kentucky,Sexual abuse,2015,Percent,0.05
State,Kentucky,Sexual abuse,2018,Percent,0.04
State,Kentucky,Physical abuse,2018,Percent,0.06
State,Kentucky,Other/missing maltreatment type,2018,Percent,N.R.
State,Kentucky,Neglect,2018,Percent,0.95
State,Kentucky,Medical neglect,2018,Percent,0.02
State,Kentucky,Emotional abuse,2018,Percent,<.5%
State,Kentucky,Emotional abuse,2015,Number,67
State,Kentucky,Medical neglect,2015,Number,458
State,Kentucky,Neglect,2015,Number,17363
State,Kentucky,Other/missing maltreatment type,2015,Number,N.R.
State,Kentucky,Physical abuse,2015,Number,1564
State,Kentucky,Sexual abuse,2015,Number,901
State,Kentucky,Emotional abuse,2020,Number,37
State,Kentucky,Medical neglect,2020,Number,303
State,Kentucky,Neglect,2020,Number,15595
State,Kentucky,Other/missing maltreatment type,2020,Number,N.R.
State,Kentucky,Physical abuse,2020,Number,1224
State,Kentucky,Sexual abuse,2020,Number,709
State,Kentucky,Sexual abuse,2020,Percent,0.04
State,Kentucky,Physical abuse,2020,Percent,0.07
State,Kentucky,Other/missing maltreatment type,2020,Percent,N.R.
State,Kentucky,Neglect,2020,Percent,0.93
State,Kentucky,Medical neglect,2020,Percent,0.02
